Place,Year,Population,Category,SubCategory,Amount,PerCapita,avgPerCapita
Alicante,2020,1879888,COLLECTIVE SAFETY,Road Safety,1603,0.00085271,0.001983196
Alicante,2020,1879888,COLLECTIVE SAFETY,Drug Trafficking,816,0.000434068,0.001983196
Alicante,2020,1879888,COLLECTIVE SAFETY,Others (Collective),49,2.6065382618538976e-05,0.001983196
Alicante,2019,1858683,COLLECTIVE SAFETY,Road Safety,1871,0.001006627,0.001983196
Alicante,2019,1858683,COLLECTIVE SAFETY,Drug Trafficking,788,0.000423956,0.001983196
Alicante,2019,1858683,COLLECTIVE SAFETY,Others (Collective),48,2.582473719294791e-05,0.001983196
Alicante,2018,1838819,COLLECTIVE SAFETY,Road Safety,2120,0.001152914,0.001983196
Alicante,2018,1838819,COLLECTIVE SAFETY,Drug Trafficking,669,0.00036382,0.001983196
Alicante,2018,1838819,COLLECTIVE SAFETY,Others (Collective),86,4.676914911146774e-05,0.001983196
Alicante,2017,1825332,COLLECTIVE SAFETY,Road Safety,1877,0.001028306,0.001983196
Alicante,2017,1825332,COLLECTIVE SAFETY,Drug Trafficking,626,0.000342951,0.001983196
Alicante,2017,1825332,COLLECTIVE SAFETY,Others (Collective),88,4.821040775048046e-05,0.001983196
Alicante,2016,1836459,COLLECTIVE SAFETY,Road Safety,1939,0.001055836,0.001983196
Alicante,2016,1836459,COLLECTIVE SAFETY,Drug Trafficking,704,0.000383346,0.001983196
Alicante,2016,1836459,COLLECTIVE SAFETY,Others (Collective),68,3.702778009201403e-05,0.001983196
Alicante,2015,1855047,COLLECTIVE SAFETY,Road Safety,1839,0.00099135,0.001983196
Alicante,2015,1855047,COLLECTIVE SAFETY,Drug Trafficking,601,0.000323981,0.001983196
Alicante,2015,1855047,COLLECTIVE SAFETY,Others (Collective),73,3.9352102669096795e-05,0.001983196
Alicante,2014,1868438,COLLECTIVE SAFETY,Road Safety,2398,0.001283425,0.001983196
Alicante,2014,1868438,COLLECTIVE SAFETY,Drug Trafficking,680,0.00036394,0.001983196
Alicante,2014,1868438,COLLECTIVE SAFETY,Others (Collective),87,4.656295793598717e-05,0.001983196
Alicante,2013,1945642,COLLECTIVE SAFETY,Road Safety,2448,0.001258197,0.001983196
Alicante,2013,1945642,COLLECTIVE SAFETY,Drug Trafficking,778,0.000399868,0.001983196
Alicante,2013,1945642,COLLECTIVE SAFETY,Others (Collective),95,4.882707096166715e-05,0.001983196
Alicante,2012,1943910,COLLECTIVE SAFETY,Road Safety,2463,0.001267034,0.001983196
Alicante,2012,1943910,COLLECTIVE SAFETY,Drug Trafficking,630,0.000324089,0.001983196
Alicante,2012,1943910,COLLECTIVE SAFETY,Others (Collective),147,7.562078491288177e-05,0.001983196
Alicante,2011,1934127,COLLECTIVE SAFETY,Road Safety,2432,0.001257415,0.001983196
Alicante,2011,1934127,COLLECTIVE SAFETY,Drug Trafficking,566,0.000292638,0.001983196
Alicante,2011,1934127,COLLECTIVE SAFETY,Others (Collective),236,0.000122019,0.001983196
Alicante,2010,1926285,COLLECTIVE SAFETY,Road Safety,2019,0.001048132,0.001983196
Alicante,2010,1926285,COLLECTIVE SAFETY,Drug Trafficking,583,0.000302655,0.001983196
Alicante,2010,1926285,COLLECTIVE SAFETY,Others (Collective),211,0.000109537,0.001983196
Almería,2022,740534,COLLECTIVE SAFETY,Road Safety,1518,0.002049872,0.001698365
Almería,2022,740534,COLLECTIVE SAFETY,Drug Trafficking,510,0.000688692,0.001698365
Almería,2022,740534,COLLECTIVE SAFETY,Others (Collective),41,5.5365452497792135e-05,0.001698365
Almería,2021,731792,COLLECTIVE SAFETY,Road Safety,1419,0.001939076,0.001698365
Almería,2021,731792,COLLECTIVE SAFETY,Drug Trafficking,515,0.000703752,0.001698365
Almería,2021,731792,COLLECTIVE SAFETY,Others (Collective),31,4.236176399851324e-05,0.001698365
Almería,2020,727945,COLLECTIVE SAFETY,Road Safety,1176,0.001615507,0.001698365
Almería,2020,727945,COLLECTIVE SAFETY,Drug Trafficking,538,0.000739067,0.001698365
Almería,2020,727945,COLLECTIVE SAFETY,Others (Collective),33,4.533309522010592e-05,0.001698365
Almería,2019,716820,COLLECTIVE SAFETY,Road Safety,1351,0.001884713,0.001698365
Almería,2019,716820,COLLECTIVE SAFETY,Drug Trafficking,451,0.000629168,0.001698365
Almería,2019,716820,COLLECTIVE SAFETY,Others (Collective),21,2.9296057587678914e-05,0.001698365
Almería,2018,709340,COLLECTIVE SAFETY,Road Safety,1188,0.001674796,0.001698365
Almería,2018,709340,COLLECTIVE SAFETY,Drug Trafficking,345,0.000486368,0.001698365
Almería,2018,709340,COLLECTIVE SAFETY,Others (Collective),26,3.6653790847830375e-05,0.001698365
Almería,2017,706672,COLLECTIVE SAFETY,Road Safety,984,0.001392442,0.001698365
Almería,2017,706672,COLLECTIVE SAFETY,Drug Trafficking,267,0.000377827,0.001698365
Almería,2017,706672,COLLECTIVE SAFETY,Others (Collective),13,1.8396087576697533e-05,0.001698365
Almería,2016,704297,COLLECTIVE SAFETY,Road Safety,935,0.001327565,0.001698365
Almería,2016,704297,COLLECTIVE SAFETY,Drug Trafficking,235,0.000333666,0.001698365
Almería,2016,704297,COLLECTIVE SAFETY,Others (Collective),20,2.839711087793928e-05,0.001698365
Almería,2015,701211,COLLECTIVE SAFETY,Road Safety,1069,0.001524505,0.001698365
Almería,2015,701211,COLLECTIVE SAFETY,Drug Trafficking,240,0.000342265,0.001698365
Almería,2015,701211,COLLECTIVE SAFETY,Others (Collective),20,2.8522085363749285e-05,0.001698365
Almería,2014,701688,COLLECTIVE SAFETY,Road Safety,1089,0.001551972,0.001698365
Almería,2014,701688,COLLECTIVE SAFETY,Drug Trafficking,210,0.000299278,0.001698365
Almería,2014,701688,COLLECTIVE SAFETY,Others (Collective),16,2.2802157084060152e-05,0.001698365
Almería,2013,699329,COLLECTIVE SAFETY,Road Safety,1121,0.001602965,0.001698365
Almería,2013,699329,COLLECTIVE SAFETY,Drug Trafficking,267,0.000381795,0.001698365
Almería,2013,699329,COLLECTIVE SAFETY,Others (Collective),26,3.7178495386291716e-05,0.001698365
Almería,2012,704219,COLLECTIVE SAFETY,Road Safety,1219,0.001730996,0.001698365
Almería,2012,704219,COLLECTIVE SAFETY,Drug Trafficking,279,0.000396184,0.001698365
Almería,2012,704219,COLLECTIVE SAFETY,Others (Collective),39,5.538049953210578e-05,0.001698365
Almería,2011,702819,COLLECTIVE SAFETY,Road Safety,1523,0.002166988,0.001698365
Almería,2011,702819,COLLECTIVE SAFETY,Drug Trafficking,352,0.00050084,0.001698365
Almería,2011,702819,COLLECTIVE SAFETY,Others (Collective),37,5.264513338427106e-05,0.001698365
Almería,2010,695560,COLLECTIVE SAFETY,Road Safety,1399,0.002011329,0.001698365
Almería,2010,695560,COLLECTIVE SAFETY,Drug Trafficking,337,0.000484502,0.001698365
Almería,2010,695560,COLLECTIVE SAFETY,Others (Collective),39,5.60699292656277e-05,0.001698365
Araba,2022,334412,COLLECTIVE SAFETY,Road Safety,239,0.000714687,0.001570123
Araba,2022,334412,COLLECTIVE SAFETY,Drug Trafficking,105,0.000313984,0.001570123
Araba,2022,334412,COLLECTIVE SAFETY,Others (Collective),24,7.17677595301604e-05,0.001570123
Araba,2021,333626,COLLECTIVE SAFETY,Road Safety,203,0.000608466,0.001570123
Araba,2021,333626,COLLECTIVE SAFETY,Drug Trafficking,89,0.000266766,0.001570123
Araba,2021,333626,COLLECTIVE SAFETY,Others (Collective),11,3.2971051416856e-05,0.001570123
Araba,2020,333940,COLLECTIVE SAFETY,Road Safety,139,0.000416242,0.001570123
Araba,2020,333940,COLLECTIVE SAFETY,Drug Trafficking,111,0.000332395,0.001570123
Araba,2020,333940,COLLECTIVE SAFETY,Others (Collective),11,3.2940049110618675e-05,0.001570123
Araba,2019,331549,COLLECTIVE SAFETY,Road Safety,175,0.000527825,0.001570123
Araba,2019,331549,COLLECTIVE SAFETY,Drug Trafficking,105,0.000316695,0.001570123
Araba,2019,331549,COLLECTIVE SAFETY,Others (Collective),22,6.635519938229341e-05,0.001570123
Araba,2018,328868,COLLECTIVE SAFETY,Road Safety,225,0.000684165,0.001570123
Araba,2018,328868,COLLECTIVE SAFETY,Drug Trafficking,73,0.000221974,0.001570123
Araba,2018,328868,COLLECTIVE SAFETY,Others (Collective),11,3.344807035041415e-05,0.001570123
Araba,2017,326574,COLLECTIVE SAFETY,Road Safety,170,0.000520556,0.001570123
Araba,2017,326574,COLLECTIVE SAFETY,Drug Trafficking,47,0.000143918,0.001570123
Araba,2017,326574,COLLECTIVE SAFETY,Others (Collective),7,2.143465187063269e-05,0.001570123
Araba,2016,324126,COLLECTIVE SAFETY,Road Safety,160,0.000493635,0.001570123
Araba,2016,324126,COLLECTIVE SAFETY,Drug Trafficking,48,0.000148091,0.001570123
Araba,2016,324126,COLLECTIVE SAFETY,Others (Collective),7,2.1596539617309317e-05,0.001570123
Araba,2015,323648,COLLECTIVE SAFETY,Road Safety,155,0.000478915,0.001570123
Araba,2015,323648,COLLECTIVE SAFETY,Drug Trafficking,40,0.000123591,0.001570123
Araba,2015,323648,COLLECTIVE SAFETY,Others (Collective),5,1.5448882736800474e-05,0.001570123
Araba,2014,321932,COLLECTIVE SAFETY,Road Safety,168,0.000521849,0.001570123
Araba,2014,321932,COLLECTIVE SAFETY,Drug Trafficking,25,7.765615098840749e-05,0.001570123
Araba,2014,321932,COLLECTIVE SAFETY,Others (Collective),8,2.4849968316290397e-05,0.001570123
Araba,2013,321417,COLLECTIVE SAFETY,Road Safety,190,0.000591132,0.001570123
Araba,2013,321417,COLLECTIVE SAFETY,Drug Trafficking,44,0.000136894,0.001570123
Araba,2013,321417,COLLECTIVE SAFETY,Others (Collective),4,1.2444892460573025e-05,0.001570123
Araba,2012,322557,COLLECTIVE SAFETY,Road Safety,262,0.00081226,0.001570123
Araba,2012,322557,COLLECTIVE SAFETY,Drug Trafficking,57,0.000176713,0.001570123
Araba,2012,322557,COLLECTIVE SAFETY,Others (Collective),32,9.920727189302977e-05,0.001570123
Araba,2011,319227,COLLECTIVE SAFETY,Road Safety,244,0.000764346,0.001570123
Araba,2011,319227,COLLECTIVE SAFETY,Drug Trafficking,39,0.00012217,0.001570123
Araba,2011,319227,COLLECTIVE SAFETY,Others (Collective),7,2.192796975193201e-05,0.001570123
Araba,2010,317352,COLLECTIVE SAFETY,Road Safety,226,0.000712143,0.001570123
Araba,2010,317352,COLLECTIVE SAFETY,Drug Trafficking,56,0.00017646,0.001570123
Araba,2010,317352,COLLECTIVE SAFETY,Others (Collective),5,1.5755375734200508e-05,0.001570123
Asturias,2022,1004686,COLLECTIVE SAFETY,Road Safety,859,0.000854994,0.001048994
Asturias,2022,1004686,COLLECTIVE SAFETY,Drug Trafficking,170,0.000169207,0.001048994
Asturias,2022,1004686,COLLECTIVE SAFETY,Others (Collective),51,5.0762128665075454e-05,0.001048994
Asturias,2021,1011792,COLLECTIVE SAFETY,Road Safety,855,0.000845035,0.001048994
Asturias,2021,1011792,COLLECTIVE SAFETY,Drug Trafficking,166,0.000164065,0.001048994
Asturias,2021,1011792,COLLECTIVE SAFETY,Others (Collective),77,7.610259816246818e-05,0.001048994
Asturias,2020,1018784,COLLECTIVE SAFETY,Road Safety,688,0.000675315,0.001048994
Asturias,2020,1018784,COLLECTIVE SAFETY,Drug Trafficking,180,0.000176681,0.001048994
Asturias,2020,1018784,COLLECTIVE SAFETY,Others (Collective),56,5.496749065552659e-05,0.001048994
Asturias,2019,1022800,COLLECTIVE SAFETY,Road Safety,948,0.000926867,0.001048994
Asturias,2019,1022800,COLLECTIVE SAFETY,Drug Trafficking,206,0.000201408,0.001048994
Asturias,2019,1022800,COLLECTIVE SAFETY,Others (Collective),51,4.986312084473993e-05,0.001048994
Asturias,2018,1028244,COLLECTIVE SAFETY,Road Safety,865,0.00084124,0.001048994
Asturias,2018,1028244,COLLECTIVE SAFETY,Drug Trafficking,140,0.000136154,0.001048994
Asturias,2018,1028244,COLLECTIVE SAFETY,Others (Collective),46,4.4736463329715516e-05,0.001048994
Asturias,2017,1034960,COLLECTIVE SAFETY,Road Safety,860,0.00083095,0.001048994
Asturias,2017,1034960,COLLECTIVE SAFETY,Drug Trafficking,130,0.000125609,0.001048994
Asturias,2017,1034960,COLLECTIVE SAFETY,Others (Collective),62,5.990569683852516e-05,0.001048994
Asturias,2016,1042608,COLLECTIVE SAFETY,Road Safety,946,0.00090734,0.001048994
Asturias,2016,1042608,COLLECTIVE SAFETY,Drug Trafficking,103,9.879072479781471e-05,0.001048994
Asturias,2016,1042608,COLLECTIVE SAFETY,Others (Collective),59,5.658886177738901e-05,0.001048994
Asturias,2015,1051229,COLLECTIVE SAFETY,Road Safety,924,0.000878971,0.001048994
Asturias,2015,1051229,COLLECTIVE SAFETY,Drug Trafficking,154,0.000146495,0.001048994
Asturias,2015,1051229,COLLECTIVE SAFETY,Others (Collective),33,3.1391828041273594e-05,0.001048994
Asturias,2014,1061756,COLLECTIVE SAFETY,Road Safety,1105,0.001040729,0.001048994
Asturias,2014,1061756,COLLECTIVE SAFETY,Drug Trafficking,167,0.000157287,0.001048994
Asturias,2014,1061756,COLLECTIVE SAFETY,Others (Collective),48,4.520812691428163e-05,0.001048994
Asturias,2013,1068165,COLLECTIVE SAFETY,Road Safety,1219,0.001141209,0.001048994
Asturias,2013,1068165,COLLECTIVE SAFETY,Drug Trafficking,189,0.000176939,0.001048994
Asturias,2013,1068165,COLLECTIVE SAFETY,Others (Collective),50,4.6809247634962766e-05,0.001048994
Asturias,2012,1077360,COLLECTIVE SAFETY,Road Safety,1295,0.001202012,0.001048994
Asturias,2012,1077360,COLLECTIVE SAFETY,Drug Trafficking,206,0.000191208,0.001048994
Asturias,2012,1077360,COLLECTIVE SAFETY,Others (Collective),44,4.08405732531373e-05,0.001048994
Asturias,2011,1081487,COLLECTIVE SAFETY,Road Safety,1300,0.001202049,0.001048994
Asturias,2011,1081487,COLLECTIVE SAFETY,Drug Trafficking,240,0.000221917,0.001048994
Asturias,2011,1081487,COLLECTIVE SAFETY,Others (Collective),43,3.976007108730849e-05,0.001048994
Asturias,2010,1084341,COLLECTIVE SAFETY,Road Safety,994,0.000916686,0.001048994
Asturias,2010,1084341,COLLECTIVE SAFETY,Drug Trafficking,154,0.000142022,0.001048994
Asturias,2010,1084341,COLLECTIVE SAFETY,Others (Collective),46,4.2422079401221575e-05,0.001048994
Ávila,2022,158140,COLLECTIVE SAFETY,Road Safety,198,0.001252055,0.001232097
Ávila,2022,158140,COLLECTIVE SAFETY,Drug Trafficking,27,0.000170735,0.001232097
Ávila,2022,158140,COLLECTIVE SAFETY,Others (Collective),14,8.852915138484886e-05,0.001232097
Ávila,2021,158421,COLLECTIVE SAFETY,Road Safety,196,0.00123721,0.001232097
Ávila,2021,158421,COLLECTIVE SAFETY,Drug Trafficking,48,0.00030299,0.001232097
Ávila,2021,158421,COLLECTIVE SAFETY,Others (Collective),21,0.000132558,0.001232097
Ávila,2020,157664,COLLECTIVE SAFETY,Road Safety,163,0.001033844,0.001232097
Ávila,2020,157664,COLLECTIVE SAFETY,Drug Trafficking,41,0.000260047,0.001232097
Ávila,2020,157664,COLLECTIVE SAFETY,Others (Collective),22,0.000139537,0.001232097
Ávila,2019,157640,COLLECTIVE SAFETY,Road Safety,186,0.001179904,0.001232097
Ávila,2019,157640,COLLECTIVE SAFETY,Drug Trafficking,42,0.00026643,0.001232097
Ávila,2019,157640,COLLECTIVE SAFETY,Others (Collective),30,0.000190307,0.001232097
Ávila,2018,158498,COLLECTIVE SAFETY,Road Safety,176,0.001110424,0.001232097
Ávila,2018,158498,COLLECTIVE SAFETY,Drug Trafficking,39,0.00024606,0.001232097
Ávila,2018,158498,COLLECTIVE SAFETY,Others (Collective),28,0.000176658,0.001232097
Ávila,2017,160700,COLLECTIVE SAFETY,Road Safety,158,0.000983199,0.001232097
Ávila,2017,160700,COLLECTIVE SAFETY,Drug Trafficking,34,0.000211574,0.001232097
Ávila,2017,160700,COLLECTIVE SAFETY,Others (Collective),73,0.000454263,0.001232097
Ávila,2016,162514,COLLECTIVE SAFETY,Road Safety,168,0.001033757,0.001232097
Ávila,2016,162514,COLLECTIVE SAFETY,Drug Trafficking,27,0.00016614,0.001232097
Ávila,2016,162514,COLLECTIVE SAFETY,Others (Collective),30,0.000184599,0.001232097
Ávila,2015,164925,COLLECTIVE SAFETY,Road Safety,180,0.001091405,0.001232097
Ávila,2015,164925,COLLECTIVE SAFETY,Drug Trafficking,22,0.000133394,0.001232097
Ávila,2015,164925,COLLECTIVE SAFETY,Others (Collective),20,0.000121267,0.001232097
Ávila,2014,167015,COLLECTIVE SAFETY,Road Safety,217,0.001299284,0.001232097
Ávila,2014,167015,COLLECTIVE SAFETY,Drug Trafficking,24,0.0001437,0.001232097
Ávila,2014,167015,COLLECTIVE SAFETY,Others (Collective),14,8.382480615513577e-05,0.001232097
Ávila,2013,168825,COLLECTIVE SAFETY,Road Safety,218,0.001291278,0.001232097
Ávila,2013,168825,COLLECTIVE SAFETY,Drug Trafficking,36,0.000213239,0.001232097
Ávila,2013,168825,COLLECTIVE SAFETY,Others (Collective),6,3.553976010661928e-05,0.001232097
Ávila,2012,171265,COLLECTIVE SAFETY,Road Safety,286,0.001669927,0.001232097
Ávila,2012,171265,COLLECTIVE SAFETY,Drug Trafficking,36,0.000210201,0.001232097
Ávila,2012,171265,COLLECTIVE SAFETY,Others (Collective),28,0.000163489,0.001232097
Ávila,2011,172704,COLLECTIVE SAFETY,Road Safety,326,0.001887623,0.001232097
Ávila,2011,172704,COLLECTIVE SAFETY,Drug Trafficking,39,0.00022582,0.001232097
Ávila,2011,172704,COLLECTIVE SAFETY,Others (Collective),21,0.000121595,0.001232097
Ávila,2010,171896,COLLECTIVE SAFETY,Road Safety,237,0.001378741,0.001232097
Ávila,2010,171896,COLLECTIVE SAFETY,Drug Trafficking,30,0.000174524,0.001232097
Ávila,2010,171896,COLLECTIVE SAFETY,Others (Collective),4,2.32698841159771e-05,0.001232097
Badajoz,2022,666971,COLLECTIVE SAFETY,Road Safety,468,0.00070168,0.001110179
Badajoz,2022,666971,COLLECTIVE SAFETY,Drug Trafficking,181,0.000271376,0.001110179
Badajoz,2022,666971,COLLECTIVE SAFETY,Others (Collective),37,5.547467581049251e-05,0.001110179
Badajoz,2021,669943,COLLECTIVE SAFETY,Road Safety,470,0.000701552,0.001110179
Badajoz,2021,669943,COLLECTIVE SAFETY,Drug Trafficking,206,0.000307489,0.001110179
Badajoz,2021,669943,COLLECTIVE SAFETY,Others (Collective),28,4.179460043615651e-05,0.001110179
Badajoz,2020,672137,COLLECTIVE SAFETY,Road Safety,401,0.000596605,0.001110179
Badajoz,2020,672137,COLLECTIVE SAFETY,Drug Trafficking,200,0.000297558,0.001110179
Badajoz,2020,672137,COLLECTIVE SAFETY,Others (Collective),29,4.3145965777810177e-05,0.001110179
Badajoz,2019,673559,COLLECTIVE SAFETY,Road Safety,502,0.000745295,0.001110179
Badajoz,2019,673559,COLLECTIVE SAFETY,Drug Trafficking,218,0.000323654,0.001110179
Badajoz,2019,673559,COLLECTIVE SAFETY,Others (Collective),38,5.6416735579214296e-05,0.001110179
Badajoz,2018,676376,COLLECTIVE SAFETY,Road Safety,480,0.000709664,0.001110179
Badajoz,2018,676376,COLLECTIVE SAFETY,Drug Trafficking,131,0.000193679,0.001110179
Badajoz,2018,676376,COLLECTIVE SAFETY,Others (Collective),42,6.209563911197322e-05,0.001110179
Badajoz,2017,679884,COLLECTIVE SAFETY,Road Safety,413,0.000607457,0.001110179
Badajoz,2017,679884,COLLECTIVE SAFETY,Drug Trafficking,127,0.000186797,0.001110179
Badajoz,2017,679884,COLLECTIVE SAFETY,Others (Collective),52,7.648363544369333e-05,0.001110179
Badajoz,2016,684113,COLLECTIVE SAFETY,Road Safety,381,0.000556926,0.001110179
Badajoz,2016,684113,COLLECTIVE SAFETY,Drug Trafficking,115,0.000168101,0.001110179
Badajoz,2016,684113,COLLECTIVE SAFETY,Others (Collective),24,3.508192360034088e-05,0.001110179
Badajoz,2015,686730,COLLECTIVE SAFETY,Road Safety,443,0.000645086,0.001110179
Badajoz,2015,686730,COLLECTIVE SAFETY,Drug Trafficking,140,0.000203865,0.001110179
Badajoz,2015,686730,COLLECTIVE SAFETY,Others (Collective),20,2.912352744164373e-05,0.001110179
Badajoz,2014,690929,COLLECTIVE SAFETY,Road Safety,443,0.000641166,0.001110179
Badajoz,2014,690929,COLLECTIVE SAFETY,Drug Trafficking,148,0.000214204,0.001110179
Badajoz,2014,690929,COLLECTIVE SAFETY,Others (Collective),24,3.473584116457697e-05,0.001110179
Badajoz,2013,693729,COLLECTIVE SAFETY,Road Safety,543,0.000782726,0.001110179
Badajoz,2013,693729,COLLECTIVE SAFETY,Drug Trafficking,196,0.000282531,0.001110179
Badajoz,2013,693729,COLLECTIVE SAFETY,Others (Collective),8,1.153188060467416e-05,0.001110179
Badajoz,2012,694533,COLLECTIVE SAFETY,Road Safety,695,0.001000672,0.001110179
Badajoz,2012,694533,COLLECTIVE SAFETY,Drug Trafficking,198,0.000285084,0.001110179
Badajoz,2012,694533,COLLECTIVE SAFETY,Others (Collective),19,2.735651149765382e-05,0.001110179
Badajoz,2011,693921,COLLECTIVE SAFETY,Road Safety,852,0.001227805,0.001110179
Badajoz,2011,693921,COLLECTIVE SAFETY,Drug Trafficking,201,0.000289658,0.001110179
Badajoz,2011,693921,COLLECTIVE SAFETY,Others (Collective),17,2.44984659637048e-05,0.001110179
Badajoz,2010,692137,COLLECTIVE SAFETY,Road Safety,764,0.001103828,0.001110179
Badajoz,2010,692137,COLLECTIVE SAFETY,Drug Trafficking,191,0.000275957,0.001110179
Badajoz,2010,692137,COLLECTIVE SAFETY,Others (Collective),11,1.5892807348834118e-05,0.001110179
Balears,2022,1176659,COLLECTIVE SAFETY,Road Safety,1692,0.00143797,0.002505546
Balears,2022,1176659,COLLECTIVE SAFETY,Drug Trafficking,627,0.000532865,0.002505546
Balears,2022,1176659,COLLECTIVE SAFETY,Others (Collective),139,0.000118131,0.002505546
Balears,2021,1173008,COLLECTIVE SAFETY,Road Safety,1532,0.001306044,0.002505546
Balears,2021,1173008,COLLECTIVE SAFETY,Drug Trafficking,389,0.000331626,0.002505546
Balears,2021,1173008,COLLECTIVE SAFETY,Others (Collective),67,5.711811002141503e-05,0.002505546
Balears,2020,1171543,COLLECTIVE SAFETY,Road Safety,1637,0.001397303,0.002505546
Balears,2020,1171543,COLLECTIVE SAFETY,Drug Trafficking,431,0.000367891,0.002505546
Balears,2020,1171543,COLLECTIVE SAFETY,Others (Collective),64,5.4628810039409565e-05,0.002505546
Balears,2019,1149460,COLLECTIVE SAFETY,Road Safety,2051,0.001784316,0.002505546
Balears,2019,1149460,COLLECTIVE SAFETY,Drug Trafficking,656,0.000570703,0.002505546
Balears,2019,1149460,COLLECTIVE SAFETY,Others (Collective),173,0.000150505,0.002505546
Balears,2018,1128908,COLLECTIVE SAFETY,Road Safety,1997,0.001768966,0.002505546
Balears,2018,1128908,COLLECTIVE SAFETY,Drug Trafficking,514,0.000455307,0.002505546
Balears,2018,1128908,COLLECTIVE SAFETY,Others (Collective),165,0.000146159,0.002505546
Balears,2017,1115999,COLLECTIVE SAFETY,Road Safety,1973,0.001767923,0.002505546
